           time          epoch      iteration  learning_rate   nll_joint_tr   nll_class_tr      cat_ce_tr         acc_tr
            3.1      0002/0400      0037/0090      0.01000        4.58528        4.58543       10.08222        0.06250
            3.1      0002/0400      0038/0090      0.01000        4.58582        4.58590        5.03196        0.21875
            3.1      0002/0400      0039/0090      0.01000        4.58255        4.58265        6.40630        0.15625
            3.1      0002/0400      0040/0090      0.01000        4.58608        4.58618        6.79150        0.03125
            3.1      0002/0400      0041/0090      0.01000        4.58761        4.58776        9.64569        0.12500
            3.1      0002/0400      0042/0090      0.01000        4.58349        4.58356        4.16914        0.06250
            3.1      0002/0400      0043/0090      0.01000        4.58294        4.58303        5.68923        0.12500
            3.1      0002/0400      0044/0090      0.01000        4.58542        4.58553        7.28900        0.12500
            3.1      0002/0400      0045/0090      0.01000        4.58289        4.58296        4.62126        0.06250
            3.1      0002/0400      0046/0090      0.01000        4.58184        4.58198        9.14286        0.03125
            3.1      0002/0400      0047/0090      0.01000        4.58298        4.58309        7.53706        0.06250
            3.2      0002/0400      0048/0090      0.01000        4.58558        4.58568        6.33079        0.00000
            3.2      0002/0400      0049/0090      0.01000        4.58069        4.58078        6.41192        0.06250
            3.2      0002/0400      0050/0090      0.01000        4.58195        4.58207        7.56899        0.12500
            3.2      0002/0400      0051/0090      0.01000        4.58372        4.58384        7.70192        0.03125
            3.2      0002/0400      0052/0090      0.01000        4.58441        4.58450        6.07961        0.00000
            3.2      0002/0400      0053/0090      0.01000        4.57876        4.57883        4.66785        0.03125
            3.2      0002/0400      0054/0090      0.01000        4.58076        4.58085        5.94369        0.12500
            3.2      0002/0400      0055/0090      0.01000        4.57869        4.57874        3.34624        0.18750
            3.2      0002/0400      0056/0090      0.01000        4.58069        4.58077        5.25938        0.06250
            3.2      0002/0400      0057/0090      0.01000        4.58340        4.58351        7.51825        0.09375
            3.2      0002/0400      0058/0090      0.01000        4.58332        4.58344        7.64482        0.00000
            3.3      0002/0400      0059/0090      0.01000        4.57856        4.57862        3.76050        0.00000
            3.3      0002/0400      0060/0090      0.01000        4.57662        4.57668        4.03092        0.00000
            3.3      0002/0400      0061/0090      0.01000        4.57824        4.57830        4.45320        0.03125
            3.3      0002/0400      0062/0090      0.01000        4.57761        4.57771        6.51584        0.12500
            3.3      0002/0400      0063/0090      0.01000        4.57721        4.57735        9.21526        0.03125
            3.3      0002/0400      0064/0090      0.01000        4.57842        4.57852        6.86845        0.06250
            3.3      0002/0400      0065/0090      0.01000        4.57662        4.57668        4.11730        0.09375
            3.3      0002/0400      0066/0090      0.01000        4.57590        4.57597        5.23336        0.12500
            3.3      0002/0400      0067/0090      0.01000        4.57838        4.57848        6.77053        0.06250
            3.3      0002/0400      0068/0090      0.01000        4.57633        4.57639        3.51134        0.12500
            3.3      0002/0400      0069/0090      0.01000        4.57545        4.57553        4.75995        0.03125
            3.4      0002/0400      0070/0090      0.01000        4.57735        4.57744        5.52265        0.06250
            3.4      0002/0400      0071/0090      0.01000        4.57966        4.57973        4.62972        0.03125
            3.4      0002/0400      0072/0090      0.01000        4.57581        4.57587        4.03219        0.12500
            3.4      0002/0400      0073/0090      0.01000        4.57521        4.57527        4.19066        0.00000
            3.4      0002/0400      0074/0090      0.01000        4.57470        4.57476        4.14964        0.06250
            3.4      0002/0400      0075/0090      0.01000        4.57711        4.57720        5.56956        0.09375
            3.4      0002/0400      0076/0090      0.01000        4.57437        4.57442        3.40591        0.06250
            3.4      0002/0400      0077/0090      0.01000        4.57451        4.57456        3.55603        0.15625
            3.4      0002/0400      0078/0090      0.01000        4.57347        4.57355        5.23895        0.03125
            3.4      0002/0400      0079/0090      0.01000        4.57437        4.57445        5.38755        0.18750
            3.4      0002/0400      0080/0090      0.01000        4.57896        4.57903        5.07383        0.03125
            3.5      0002/0400      0081/0090      0.01000        4.57467        4.57474        4.59815        0.12500
            3.5      0002/0400      0082/0090      0.01000        4.57443        4.57450        4.15737        0.03125
            3.5      0002/0400      0083/0090      0.01000        4.57416        4.57424        5.27482        0.03125
            3.5      0002/0400      0084/0090      0.01000        4.57333        4.57343        6.56555        0.03125
            3.5      0002/0400      0085/0090      0.01000        4.57554        4.57565        7.31591        0.12500
            3.5      0002/0400      0086/0090      0.01000        4.57374        4.57381        4.54992        0.03125
            3.5      0002/0400      0087/0090      0.01000        4.57288        4.57298        6.82014        0.06250
            3.5      0002/0400      0088/0090      0.01000        4.57294        4.57306        8.25936        0.18750
            3.5      0002/0400      0089/0090      0.01000        4.57220        4.57229        6.51918        0.06250
            4.0      0003/0400      0000/0090      0.01000        4.57360        4.57365        3.22120        0.12500
            4.0      0003/0400      0001/0090      0.01000        4.57111        4.57120        5.79291        0.06250
            4.0      0003/0400      0002/0090      0.01000        4.57363        4.57372        5.71520        0.00000
            4.0      0003/0400      0003/0090      0.01000        4.57131        4.57138        4.95098        0.09375
            4.0      0003/0400      0004/0090      0.01000        4.57167        4.57176        5.58134        0.09375
            4.0      0003/0400      0005/0090      0.01000        4.57248        4.57254        3.78900        0.09375
            4.0      0003/0400      0006/0090      0.01000        4.57214        4.57220        4.06730        0.06250
            4.0      0003/0400      0007/0090      0.01000        4.57215        4.57224        5.62165        0.03125
            4.0      0003/0400      0008/0090      0.01000        4.56977        4.56985        4.68127        0.06250
            4.0      0003/0400      0009/0090      0.01000        4.56920        4.56926        4.17616        0.06250
            4.1      0003/0400      0010/0090      0.01000        4.56919        4.56925        3.68955        0.15625
            4.1      0003/0400      0011/0090      0.01000        4.57260        4.57271        7.21042        0.09375
            4.1      0003/0400      0012/0090      0.01000        4.57213        4.57224        7.67547        0.12500
            4.1      0003/0400      0013/0090      0.01000        4.56868        4.56873        3.67403        0.12500
            4.1      0003/0400      0014/0090      0.01000        4.56928        4.56935        4.27504        0.06250
            4.1      0003/0400      0015/0090      0.01000        4.57069        4.57080        7.38201        0.12500
            4.1      0003/0400      0016/0090      0.01000        4.56849        4.56856        4.70737        0.03125
            4.1      0003/0400      0017/0090      0.01000        4.56865        4.56871        3.88246        0.00000
            4.1      0003/0400      0018/0090      0.01000        4.56915        4.56921        3.60472        0.03125
            4.1      0003/0400      0019/0090      0.01000        4.57293        4.57306        8.67877        0.12500
            4.1      0003/0400      0020/0090      0.01000        4.57025        4.57033        4.70902        0.06250
            4.2      0003/0400      0021/0090      0.01000        4.57098        4.57111        9.02924        0.12500
            4.2      0003/0400      0022/0090      0.01000        4.57115        4.57127        7.41630        0.00000
            4.2      0003/0400      0023/0090      0.01000        4.56668        4.56676        5.53881        0.06250
            4.2      0003/0400      0024/0090      0.01000        4.56777        4.56783        3.57511        0.06250
            4.2      0003/0400      0025/0090      0.01000        4.56716        4.56726        6.30711        0.03125
            4.2      0003/0400      0026/0090      0.01000        4.56745        4.56752        4.33753        0.21875
            4.2      0003/0400      0027/0090      0.01000        4.56847        4.56856        6.13191        0.03125
            4.2      0003/0400      0028/0090      0.01000        4.56692        4.56701        6.26044        0.03125
            4.2      0003/0400      0029/0090      0.01000        4.56937        4.56945        5.36407        0.09375
            4.2      0003/0400      0030/0090      0.01000        4.56699        4.56705        4.25533        0.12500
            4.2      0003/0400      0031/0090      0.01000        4.56591        4.56596        3.61427        0.09375
            4.3      0003/0400      0032/0090      0.01000        4.56616        4.56621        3.67149        0.03125
            4.3      0003/0400      0033/0090      0.01000        4.56933        4.56947        9.33177        0.12500
            4.3      0003/0400      0034/0090      0.01000        4.56698        4.56712        9.56264        0.09375
            4.3      0003/0400      0035/0090      0.01000        4.56578        4.56583        3.60262        0.09375
            4.3      0003/0400      0036/0090      0.01000        4.56940        4.56948        5.29103        0.06250
            4.3      0003/0400      0037/0090      0.01000        4.57529        4.57537        5.55743        0.03125
            4.3      0003/0400      0038/0090      0.01000        4.56348        4.56354        4.35185        0.06250
            4.3      0003/0400      0039/0090      0.01000        4.56465        4.56470        3.70451        0.06250
            4.3      0003/0400      0040/0090      0.01000        4.56689        4.56696        4.41087        0.09375
            4.3      0003/0400      0041/0090      0.01000        4.56410        4.56415        3.22864        0.12500
            4.3      0003/0400      0042/0090      0.01000        4.56588        4.56596        5.20489        0.12500
            4.4      0003/0400      0043/0090      0.01000        4.56592        4.56600        4.85273        0.15625
            4.4      0003/0400      0044/0090      0.01000        4.56419        4.56425        3.77879        0.12500
            4.4      0003/0400      0045/0090      0.01000        4.56380        4.56387        4.83308        0.09375
            4.4      0003/0400      0046/0090      0.01000        4.56467        4.56473        4.03581        0.06250
            4.4      0003/0400      0047/0090      0.01000        4.56290        4.56296        3.47978        0.09375
            4.4      0003/0400      0048/0090      0.01000        4.56361        4.56367        3.72414        0.03125
            4.4      0003/0400      0049/0090      0.01000        4.56476        4.56486        6.32644        0.03125
            4.4      0003/0400      0050/0090      0.01000        4.56423        4.56428        3.38110        0.12500
            4.4      0003/0400      0051/0090      0.01000        4.56390        4.56401        7.29865        0.09375
            4.4      0003/0400      0052/0090      0.01000        4.56743        4.56751        5.49136        0.12500
            4.4      0003/0400      0053/0090      0.01000        4.56308        4.56318        6.49523        0.09375
            4.5      0003/0400      0054/0090      0.01000        4.56666        4.56673        4.70309        0.03125
            4.5      0003/0400      0055/0090      0.01000        4.56546        4.56556        6.22411        0.15625
            4.5      0003/0400      0056/0090      0.01000        4.56219        4.56226        4.76829        0.03125
