           time          epoch      iteration  learning_rate   nll_joint_tr   nll_class_tr      cat_ce_tr         acc_tr
            0.2      0001/0400      0015/0090      0.01000        4.63089        4.63114        4.11302        0.06250
            0.2      0001/0400      0016/0090      0.01000        4.62907        4.62932        4.16246        0.03125
            0.2      0001/0400      0017/0090      0.01000        4.62950        4.62976        4.21304        0.06250
            0.2      0001/0400      0018/0090      0.01000        4.63415        4.63441        4.10511        0.09375
            0.2      0001/0400      0019/0090      0.01000        4.62820        4.62847        4.42752        0.00000
            0.2      0001/0400      0020/0090      0.01000        4.63455        4.63477        3.54708        0.06250
            0.2      0001/0400      0021/0090      0.01000        4.62974        4.62999        4.17598        0.03125
            0.2      0001/0400      0022/0090      0.01000        4.63372        4.63395        3.75443        0.03125
            0.2      0001/0400      0023/0090      0.01000        4.63101        4.63121        3.26583        0.21875
            0.2      0001/0400      0024/0090      0.01000        4.62982        4.63007        4.15312        0.00000
            0.2      0001/0400      0025/0090      0.01000        4.63049        4.63075        4.25502        0.06250
            0.2      0001/0400      0026/0090      0.01000        4.63124        4.63148        3.89116        0.06250
            0.2      0001/0400      0027/0090      0.01000        4.63449        4.63472        3.68300        0.00000
            0.2      0001/0400      0028/0090      0.01000        4.63149        4.63171        3.67133        0.09375
            0.2      0001/0400      0029/0090      0.01000        4.62918        4.62950        5.25638        0.03125
            0.2      0001/0400      0030/0090      0.01000        4.63021        4.63051        4.94340        0.06250
            0.2      0001/0400      0031/0090      0.01000        4.63139        4.63167        4.52724        0.03125
            0.2      0001/0400      0032/0090      0.01000        4.62971        4.63000        4.79042        0.06250
            0.2      0001/0400      0033/0090      0.01000        4.63177        4.63204        4.32073        0.09375
            0.2      0001/0400      0034/0090      0.01000        4.62961        4.62989        4.49868        0.03125
            0.2      0001/0400      0035/0090      0.01000        4.63217        4.63246        4.80283        0.06250
            0.2      0001/0400      0036/0090      0.01000        4.62648        4.62673        4.08093        0.03125
            0.2      0001/0400      0037/0090      0.01000        4.62903        4.62928        4.17588        0.06250
            0.2      0001/0400      0038/0090      0.01000        4.62888        4.62913        4.05135        0.06250
            0.2      0001/0400      0039/0090      0.01000        4.62707        4.62735        4.67557        0.03125
            0.2      0001/0400      0040/0090      0.01000        4.62572        4.62599        4.54724        0.03125
            0.2      0001/0400      0041/0090      0.01000        4.63022        4.63046        3.93098        0.00000
            0.3      0001/0400      0042/0090      0.01000        4.62522        4.62549        4.55909        0.03125
            0.3      0001/0400      0043/0090      0.01000        4.62487        4.62511        3.94372        0.06250
            0.3      0001/0400      0044/0090      0.01000        4.62642        4.62671        4.87230        0.03125
            0.3      0001/0400      0045/0090      0.01000        4.62705        4.62734        4.70358        0.03125
            0.3      0001/0400      0046/0090      0.01000        4.62540        4.62565        4.06165        0.00000
            0.3      0001/0400      0047/0090      0.01000        4.62520        4.62549        4.69695        0.00000
            0.3      0001/0400      0048/0090      0.01000        4.62627        4.62655        4.52059        0.00000
            0.3      0001/0400      0049/0090      0.01000        4.62459        4.62484        4.05847        0.06250
            0.3      0001/0400      0050/0090      0.01000        4.62616        4.62641        4.06860        0.09375
            0.3      0001/0400      0051/0090      0.01000        4.62423        4.62444        3.40310        0.06250
            0.3      0001/0400      0052/0090      0.01000        4.62591        4.62614        3.69856        0.06250
            0.3      0001/0400      0053/0090      0.01000        4.62258        4.62283        4.08106        0.12500
            0.3      0001/0400      0054/0090      0.01000        4.62473        4.62502        4.79146        0.00000
            0.3      0001/0400      0055/0090      0.01000        4.62779        4.62803        3.95125        0.09375
            0.3      0001/0400      0056/0090      0.01000        4.62340        4.62368        4.56213        0.12500
            0.3      0001/0400      0057/0090      0.01000        4.62501        4.62526        4.19803        0.12500
            0.3      0001/0400      0058/0090      0.01000        4.62744        4.62769        4.17003        0.06250
            0.3      0001/0400      0059/0090      0.01000        4.62167        4.62196        4.66254        0.06250
            0.3      0001/0400      0060/0090      0.01000        4.62440        4.62464        3.93195        0.06250
            0.3      0001/0400      0061/0090      0.01000        4.62887        4.62908        3.47112        0.03125
            0.3      0001/0400      0062/0090      0.01000        4.62394        4.62426        5.11748        0.03125
            0.3      0001/0400      0063/0090      0.01000        4.62586        4.62610        3.98681        0.06250
            0.3      0001/0400      0064/0090      0.01000        4.62527        4.62557        4.90581        0.00000
            0.3      0001/0400      0065/0090      0.01000        4.62385        4.62408        3.87065        0.00000
            0.3      0001/0400      0066/0090      0.01000        4.62501        4.62535        5.60943        0.12500
            0.3      0001/0400      0067/0090      0.01000        4.62481        4.62512        5.02189        0.09375
            0.3      0001/0400      0068/0090      0.01000        4.62520        4.62545        3.98002        0.09375
            0.3      0001/0400      0069/0090      0.01000        4.62597        4.62619        3.66942        0.00000
            0.3      0001/0400      0070/0090      0.01000        4.62280        4.62307        4.45601        0.06250
            0.3      0001/0400      0071/0090      0.01000        4.62476        4.62496        3.38451        0.06250
            0.3      0001/0400      0072/0090      0.01000        4.62248        4.62276        4.52341        0.00000
            0.3      0001/0400      0073/0090      0.01000        4.62331        4.62357        4.26955        0.06250
            0.3      0001/0400      0074/0090      0.01000        4.62593        4.62617        4.01579        0.03125
            0.3      0001/0400      0075/0090      0.01000        4.62585        4.62606        3.39489        0.15625
            0.3      0001/0400      0076/0090      0.01000        4.62239        4.62264        4.13408        0.00000
            0.3      0001/0400      0077/0090      0.01000        4.62263        4.62285        3.62746        0.12500
            0.3      0001/0400      0078/0090      0.01000        4.62538        4.62563        4.06350        0.15625
            0.3      0001/0400      0079/0090      0.01000        4.62529        4.62554        4.12948        0.06250
            0.3      0001/0400      0080/0090      0.01000        4.62416        4.62443        4.45053        0.06250
            0.3      0001/0400      0081/0090      0.01000        4.62452        4.62476        3.85526        0.06250
            0.3      0001/0400      0082/0090      0.01000        4.62430        4.62455        4.00491        0.06250
            0.3      0001/0400      0083/0090      0.01000        4.62514        4.62542        4.53256        0.06250
            0.3      0001/0400      0084/0090      0.01000        4.62623        4.62648        4.02283        0.09375
            0.3      0001/0400      0085/0090      0.01000        4.62316        4.62341        4.24896        0.00000
            0.3      0001/0400      0086/0090      0.01000        4.62473        4.62501        4.53656        0.06250
            0.3      0001/0400      0087/0090      0.01000        4.62423        4.62448        4.09476        0.12500
            0.3      0001/0400      0088/0090      0.01000        4.62440        4.62463        3.82040        0.03125
            0.3      0001/0400      0089/0090      0.01000        4.62554        4.62584        4.87286        0.03125
            0.4      0002/0400      0000/0090      0.01000        4.62710        4.62737        4.38684        0.03125
            0.4      0002/0400      0001/0090      0.01000        4.62730        4.62756        4.34587        0.03125
            0.4      0002/0400      0002/0090      0.01000        4.62488        4.62511        3.77468        0.09375
            0.4      0002/0400      0003/0090      0.01000        4.62751        4.62776        4.13654        0.00000
            0.4      0002/0400      0004/0090      0.01000        4.62608        4.62632        4.05080        0.09375
            0.4      0002/0400      0005/0090      0.01000        4.62357        4.62379        3.51094        0.09375
            0.4      0002/0400      0006/0090      0.01000        4.62385        4.62412        4.42101        0.03125
            0.4      0002/0400      0007/0090      0.01000        4.62405        4.62426        3.45455        0.09375
            0.4      0002/0400      0008/0090      0.01000        4.62276        4.62300        3.87410        0.03125
            0.4      0002/0400      0009/0090      0.01000        4.62254        4.62280        4.39544        0.06250
            0.4      0002/0400      0010/0090      0.01000        4.62344        4.62373        4.74581        0.00000
            0.4      0002/0400      0011/0090      0.01000        4.62357        4.62385        4.62142        0.03125
            0.4      0002/0400      0012/0090      0.01000        4.62234        4.62258        4.06093        0.12500
            0.4      0002/0400      0013/0090      0.01000        4.62007        4.62030        3.80378        0.03125
            0.4      0002/0400      0014/0090      0.01000        4.62270        4.62293        3.73042        0.03125
            0.4      0002/0400      0015/0090      0.01000        4.62119        4.62143        3.97806        0.15625
            0.4      0002/0400      0016/0090      0.01000        4.62838        4.62861        3.75297        0.06250
            0.4      0002/0400      0017/0090      0.01000        4.62418        4.62441        3.80678        0.06250
            0.4      0002/0400      0018/0090      0.01000        4.62241        4.62267        4.36746        0.03125
            0.4      0002/0400      0019/0090      0.01000        4.62342        4.62364        3.74796        0.06250
            0.4      0002/0400      0020/0090      0.01000        4.62201        4.62226        3.98741        0.03125
            0.4      0002/0400      0021/0090      0.01000        4.62044        4.62069        4.06567        0.06250
            0.4      0002/0400      0022/0090      0.01000        4.62208        4.62231        3.77530        0.06250
            0.4      0002/0400      0023/0090      0.01000        4.62479        4.62500        3.54290        0.03125
            0.4      0002/0400      0024/0090      0.01000        4.62126        4.62149        3.81380        0.09375
            0.4      0002/0400      0025/0090      0.01000        4.62145        4.62170        4.11729        0.06250
            0.4      0002/0400      0026/0090      0.01000        4.62272        4.62294        3.68054        0.09375
            0.4      0002/0400      0027/0090      0.01000        4.62789        4.62812        3.71555        0.03125
            0.4      0002/0400      0028/0090      0.01000        4.62236        4.62262        4.27585        0.06250
            0.4      0002/0400      0029/0090      0.01000        4.62324        4.62351        4.33136        0.00000
